cluster_rank,cluster_text,cluster_context_count,cluster_unique_posts,cluster_unique_authors,cluster_total_context_exposure,weighted_mean_gap_equal,weighted_mean_gap_timing_author_trajectory,max_gap_timing_author_trajectory,mean_riskset_size,max_riskset_size,mean_shown_count,mean_zero_share,max_zero_share,worst_context_id,worst_context_gap_timing_author_trajectory,worst_context_total_y,worst_context_riskset_size,worst_context_shown_count,worst_context_viewer_mode,worst_context_bucket,worst_context_feed_uri,worst_context_window_start_utc,worst_context_window_end_utc,sample_rank,post_uri,post_url,author_did,author_handle,record_created_at,indexed_at,first_seen_captured_at_utc,first_seen_feed_uri,first_seen_bucket,raw_text,total_exposure,shown_context_count,context_count,first_monitored_delay_minutes,mean_age_hours,min_age_hours,max_age_hours
2,👀,30,10,10,6.946089,0.815676,0.533645,0.979301,5.9333,8,1.0,0.814722,0.875,5573,0.979301,0.224244,8,1,auth,popular_by_likecount,at://did:plc:5kk6tru4mdazgfmgyflvz3k2/app.bsky.feed.generator/top-aew,2026-03-20T12:50:00Z,2026-03-20T13:00:00Z,8,at://did:plc:fcq3yx6xo73luod7vuyslk7c/app.bsky.feed.post/3mhiwubqask2s,https://bsky.app/profile/did:plc:fcq3yx6xo73luod7vuyslk7c/post/3mhiwubqask2s,did:plc:fcq3yx6xo73luod7vuyslk7c,ocaodanado.bsky.social,2026-03-20T16:30:37.193Z,2026-03-20T16:30:43.653Z,2026-03-20T16:33:18Z,at://did:plc:gkvpokm7ec5j5yxls6xk4e3z/app.bsky.feed.generator/formula-one,popular_by_likecount,👀,0.218104,1,23,13.7391,4.467929,0.323002,11.323002
3,forsberg's 3 points spark predators to win against kraken. game recap:,2,2,2,0.377184,0.5,0.510199,0.668596,2.0,2,1.0,0.5,0.5,5813,0.668596,0.2,2,1,auth,longtail_random,at://did:plc:5z4n5gdpi3ph7djhombxmof3/app.bsky.feed.generator/aaaia7f7oa3xm,2026-03-20T14:00:00Z,2026-03-20T14:10:00Z,1,at://did:plc:fghwtbgyscxeurqsbb7v3jjm/app.bsky.feed.post/3mhinlcyayo2n,https://bsky.app/profile/did:plc:fghwtbgyscxeurqsbb7v3jjm/post/3mhinlcyayo2n,did:plc:fghwtbgyscxeurqsbb7v3jjm,nsh.hockeygamebot.com,2026-03-20T13:44:32.719233Z,2026-03-20T13:44:33.552Z,2026-03-20T13:45:22Z,at://did:plc:5z4n5gdpi3ph7djhombxmof3/app.bsky.feed.generator/aaaia7f7oa3xm,longtail_random,"Forsberg's 3 points spark Predators to win against Kraken.

Game Recap: https://www.nhl.com/video/sea-at-nsh-recap-6391225336112",0.2,1,2,15.5908,0.424245,0.424245,0.424245
3,forsberg's 3 points spark predators to win against kraken. game recap:,2,2,2,0.377184,0.5,0.510199,0.668596,2.0,2,1.0,0.5,0.5,5813,0.668596,0.2,2,1,auth,longtail_random,at://did:plc:5z4n5gdpi3ph7djhombxmof3/app.bsky.feed.generator/aaaia7f7oa3xm,2026-03-20T14:00:00Z,2026-03-20T14:10:00Z,2,at://did:plc:yy23afmqzvevpii7hfnasx6t/app.bsky.feed.post/3mhinrpqgtv2i,https://bsky.app/profile/did:plc:yy23afmqzvevpii7hfnasx6t/post/3mhinrpqgtv2i,did:plc:yy23afmqzvevpii7hfnasx6t,sea.hockeygamebot.com,2026-03-20T13:48:07.452172Z,2026-03-20T13:48:08.250Z,2026-03-20T14:04:01Z,at://did:plc:lcn5zsz2e7kjwoe4ldf3chr5/app.bsky.feed.generator/aaanstr6k5dvo,popular_by_likecount,"Forsberg's 3 points spark Predators to win against Kraken.

Game Recap: https://www.nhl.com/video/sea-at-nsh-recap-6391225336112",0.177184,1,2,15.9292,0.364597,0.364597,0.364597
4,4,15,2,2,4.330169,0.5,0.50654,0.574286,2.0,2,1.0,0.5,0.5,1270,0.574286,0.386853,2,1,auth,popular_by_likecount,at://did:plc:ugdiki2sjvpxvhzsvuvaygaw/app.bsky.feed.generator/alt_gov,2026-03-19T12:20:00Z,2026-03-19T12:30:00Z,1,at://did:plc:ppevhktfudxx6psdrow4ltgh/app.bsky.feed.post/3mhfvnaoxdc23,https://bsky.app/profile/did:plc:ppevhktfudxx6psdrow4ltgh/post/3mhfvnaoxdc23,did:plc:ppevhktfudxx6psdrow4ltgh,alt-nihscience4all.altgov.info,2026-03-19T11:30:48.265Z,2026-03-19T11:30:49.252Z,2026-03-19T11:33:05Z,at://did:plc:ugdiki2sjvpxvhzsvuvaygaw/app.bsky.feed.generator/alt_gov,popular_by_likecount,4,3.06831,13,15,15.2958,3.675482,0.65326,7.819926
4,4,15,2,2,4.330169,0.5,0.50654,0.574286,2.0,2,1.0,0.5,0.5,1270,0.574286,0.386853,2,1,auth,popular_by_likecount,at://did:plc:ugdiki2sjvpxvhzsvuvaygaw/app.bsky.feed.generator/alt_gov,2026-03-19T12:20:00Z,2026-03-19T12:30:00Z,2,at://did:plc:euur44mkfugw2j6rblwano4g/app.bsky.feed.post/3mhfx53qm7c2c,https://bsky.app/profile/did:plc:euur44mkfugw2j6rblwano4g/post/3mhfx53qm7c2c,did:plc:euur44mkfugw2j6rblwano4g,seuassis.bsky.social,2026-03-19T11:57:33.689Z,2026-03-19T11:57:34.860Z,2026-03-19T12:02:33Z,at://did:plc:cxuzwp5dzmxkrdr55qh25mgb/app.bsky.feed.generator/aaap2eo4gzzes,popular_by_likecount,4,1.26186,2,15,4.969,3.229531,0.207309,7.373975
5,"my child ahmed is suffering greatly 💔 i see him fading before my eyes, and i feel helpless. we need £200 to buy medicine and healthy food that can help him, to give him some comfort and a small moment of joy this eid. our hearts are broken… please don’t leave us alone 🙏💔 chuffed.org/project/mahm...",2,2,2,0.398212,0.5,0.501554,0.52761,2.0,2,1.0,0.5,0.5,6907,0.52761,0.21031,2,1,unauth,popular_by_likecount,at://did:plc:wzsilnxf24ehtmmc3gssy5bu/app.bsky.feed.generator/newskies,2026-03-20T18:30:00Z,2026-03-20T18:40:00Z,1,at://did:plc:2qomfmtgwdkwzz4demee77ni/app.bsky.feed.post/3mhj57gjigc2n,https://bsky.app/profile/did:plc:2qomfmtgwdkwzz4demee77ni/post/3mhj57gjigc2n,did:plc:2qomfmtgwdkwzz4demee77ni,mahmoud2-21.bsky.social,2026-03-20T18:24:13.761Z,2026-03-20T18:24:28.757Z,2026-03-20T18:32:02Z,at://did:plc:wzsilnxf24ehtmmc3gssy5bu/app.bsky.feed.generator/newskies,popular_by_likecount,"My child Ahmed is suffering greatly 💔 I see him fading before my eyes, and I feel helpless. We need £200 to buy medicine and healthy food that can help him, to give him some comfort and a small moment of joy this Eid. Our hearts are broken… please don’t leave us alone 🙏💔

chuffed.org/project/mahm...",0.21031,1,2,10.2707,0.262844,0.262844,0.262844
5,"my child ahmed is suffering greatly 💔 i see him fading before my eyes, and i feel helpless. we need £200 to buy medicine and healthy food that can help him, to give him some comfort and a small moment of joy this eid. our hearts are broken… please don’t leave us alone 🙏💔 chuffed.org/project/mahm...",2,2,2,0.398212,0.5,0.501554,0.52761,2.0,2,1.0,0.5,0.5,6907,0.52761,0.21031,2,1,unauth,popular_by_likecount,at://did:plc:wzsilnxf24ehtmmc3gssy5bu/app.bsky.feed.generator/newskies,2026-03-20T18:30:00Z,2026-03-20T18:40:00Z,2,at://did:plc:yhzo3gusmbic6x6uc6dok3hu/app.bsky.feed.post/3mhj5n5oxec23,https://bsky.app/profile/did:plc:yhzo3gusmbic6x6uc6dok3hu/post/3mhj5n5oxec23,did:plc:yhzo3gusmbic6x6uc6dok3hu,bluwhalien.bsky.social,2026-03-20T18:31:54.268Z,2026-03-20T18:31:59.957Z,2026-03-20T18:35:30Z,at://did:plc:jijwtzgroy76samnivlqrpec/app.bsky.feed.generator/test,longtail_random,"My child Ahmed is suffering greatly 💔 I see him fading before my eyes, and I feel helpless. We need £200 to buy medicine and healthy food that can help him, to give him some comfort and a small moment of joy this Eid. Our hearts are broken… please don’t leave us alone 🙏💔

chuffed.org/project/mahm...",0.187902,1,2,3.5007,0.134926,0.134926,0.134926
6,rip chuck norris,3,2,2,0.609554,0.5,0.475556,0.524088,2.0,2,1.0,0.5,0.5,5945,0.524088,0.194959,2,1,auth,longtail_random,at://did:plc:iu3a2t2mfrphpc7yf542x5fs/app.bsky.feed.generator/Video-Feeed,2026-03-20T14:30:00Z,2026-03-20T14:40:00Z,1,at://did:plc:fq376sa2uglrh3rsvrurae3x/app.bsky.feed.post/3mhiq3ecifc2s,https://bsky.app/profile/did:plc:fq376sa2uglrh3rsvrurae3x/post/3mhiq3ecifc2s,did:plc:fq376sa2uglrh3rsvrurae3x,kaiserbeamz.bsky.social,2026-03-20T14:29:18.578Z,2026-03-20T14:29:19.657Z,2026-03-20T14:32:19Z,at://did:plc:iu3a2t2mfrphpc7yf542x5fs/app.bsky.feed.generator/Video-Feeed,longtail_random,RIP Chuck Norris,0.407705,2,8,4.1057,4.219839,0.178173,9.178173
6,rip chuck norris,3,2,2,0.609554,0.5,0.475556,0.524088,2.0,2,1.0,0.5,0.5,5945,0.524088,0.194959,2,1,auth,longtail_random,at://did:plc:iu3a2t2mfrphpc7yf542x5fs/app.bsky.feed.generator/Video-Feeed,2026-03-20T14:30:00Z,2026-03-20T14:40:00Z,2,at://did:plc:mjls5rzd5yotkqoekwvp5uzc/app.bsky.feed.post/3mhipo6jstl2v,https://bsky.app/profile/did:plc:mjls5rzd5yotkqoekwvp5uzc/post/3mhipo6jstl2v,did:plc:mjls5rzd5yotkqoekwvp5uzc,patbou.bsky.social,2026-03-20T14:21:56.319Z,2026-03-20T14:21:56.971Z,2026-03-20T14:30:25Z,at://did:plc:2euqiuhgcm5egzmrt36zbdnf/app.bsky.feed.generator/aaajupdn36ony,popular_by_likecount,RIP Chuck Norris,0.201849,1,8,8.4672,4.342689,0.301023,9.301022
7,www.propublica.org/article/trum...,2,2,2,0.436209,0.5,0.464177,0.66386,2.0,2,1.0,0.5,0.5,5698,0.66386,0.218104,2,1,auth,longtail_random,at://did:plc:6ar2njsramxjgfljrvr5bjr4/app.bsky.feed.generator/aaalrxpvytgla,2026-03-20T13:20:00Z,2026-03-20T13:30:00Z,1,at://did:plc:4ioourtneod2rl6w2cihn5l7/app.bsky.feed.post/3mhild6nab224,https://bsky.app/profile/did:plc:4ioourtneod2rl6w2cihn5l7/post/3mhild6nab224,did:plc:4ioourtneod2rl6w2cihn5l7,wildflowersall.bsky.social,2026-03-20T13:04:12.365Z,2026-03-20T13:04:13.862Z,2026-03-20T13:10:22Z,at://did:plc:6ar2njsramxjgfljrvr5bjr4/app.bsky.feed.generator/aaalrxpvytgla,longtail_random,www.propublica.org/article/trum...,0.436209,2,2,9.5523,0.346565,0.263232,0.429899
7,www.propublica.org/article/trum...,2,2,2,0.436209,0.5,0.464177,0.66386,2.0,2,1.0,0.5,0.5,5698,0.66386,0.218104,2,1,auth,longtail_random,at://did:plc:6ar2njsramxjgfljrvr5bjr4/app.bsky.feed.generator/aaalrxpvytgla,2026-03-20T13:20:00Z,2026-03-20T13:30:00Z,2,at://did:plc:aeqdudind2rg45dv26lnvucq/app.bsky.feed.post/3mhijipp4j22p,https://bsky.app/profile/did:plc:aeqdudind2rg45dv26lnvucq/post/3mhijipp4j22p,did:plc:aeqdudind2rg45dv26lnvucq,chrisbing.bsky.social,2026-03-20T12:31:30.541Z,2026-03-20T12:31:32.156Z,2026-03-20T12:33:30Z,at://did:plc:6ar2njsramxjgfljrvr5bjr4/app.bsky.feed.generator/aaalrxpvytgla,longtail_random,www.propublica.org/article/trum...,0.0,0,2,1.9641,0.891516,0.808183,0.97485
8,jameis winston will appear on netflix’s opening night mlb coverage if you thought it was odd to see a wwe wrestler on the coverage of netflix’s nfl games…,2,2,2,0.540842,0.5,0.460533,0.848679,2.0,2,1.0,0.5,0.5,9068,0.848679,0.239812,2,1,unauth,popular_by_likecount,at://did:plc:gekdk2nd47gkk3utfz2xf7cn/app.bsky.feed.generator/aaap4tbjcfe5y,2026-03-21T03:20:00Z,2026-03-21T03:30:00Z,1,at://did:plc:73um2ouzfr7e2h24gdwuxm6n/app.bsky.feed.post/3mhk22qmkbk2l,https://bsky.app/profile/did:plc:73um2ouzfr7e2h24gdwuxm6n/post/3mhk22qmkbk2l,did:plc:73um2ouzfr7e2h24gdwuxm6n,us-nb.bsky.social,2026-03-21T03:00:31+00:00,2026-03-21T03:00:35.951Z,2026-03-21T03:01:05Z,at://did:plc:5kk6tru4mdazgfmgyflvz3k2/app.bsky.feed.generator/wrestlesky,popular_by_likecount,"Jameis Winston will appear on Netflix’s opening night MLB coverage

https://www.newsbeep.com/us/535919/

If you thought it was odd to see a WWE wrestler on the coverage of Netflix’s NFL games…",0.422982,2,4,13.4508,0.408056,0.324722,0.491389
8,jameis winston will appear on netflix’s opening night mlb coverage if you thought it was odd to see a wwe wrestler on the coverage of netflix’s nfl games…,2,2,2,0.540842,0.5,0.460533,0.848679,2.0,2,1.0,0.5,0.5,9068,0.848679,0.239812,2,1,unauth,popular_by_likecount,at://did:plc:gekdk2nd47gkk3utfz2xf7cn/app.bsky.feed.generator/aaap4tbjcfe5y,2026-03-21T03:20:00Z,2026-03-21T03:30:00Z,2,at://did:plc:vjr7alppw4htiuieppbc5ow3/app.bsky.feed.post/3mhk35rjem62e,https://bsky.app/profile/did:plc:vjr7alppw4htiuieppbc5ow3/post/3mhk35rjem62e,did:plc:vjr7alppw4htiuieppbc5ow3,rawnfl.bsky.social,2026-03-21T03:20:08+00:00,2026-03-21T03:20:10.854Z,2026-03-21T03:23:04Z,at://did:plc:5kk6tru4mdazgfmgyflvz3k2/app.bsky.feed.generator/wrestlesky,popular_by_likecount,"Jameis Winston will appear on Netflix’s opening night MLB coverage

https://www.rawchili.com/4936184/

If you thought it was odd to see a WWE wrestler on the coverage of Netflix’s NFL games…",0.30103,1,2,3.5858,0.164444,0.164444,0.164444
9,reference vs art,3,2,2,0.665305,0.5,0.456385,0.858257,2.0,2,1.0,0.5,0.5,2717,0.858257,0.212746,2,1,auth,longtail_random,at://did:plc:5mxzkrzcabkoz3y4x5oawgrz/app.bsky.feed.generator/aaaifut3bjm2s,2026-03-19T19:40:00Z,2026-03-19T19:50:00Z,1,at://did:plc:pmrrvkuyb7c7pilbmk2chnhh/app.bsky.feed.post/3mhgpsvgzqc2g,https://bsky.app/profile/did:plc:pmrrvkuyb7c7pilbmk2chnhh/post/3mhgpsvgzqc2g,did:plc:pmrrvkuyb7c7pilbmk2chnhh,prookal.com,2026-03-19T19:19:15.084Z,2026-03-19T19:19:18.253Z,2026-03-19T19:36:29Z,at://did:plc:5mxzkrzcabkoz3y4x5oawgrz/app.bsky.feed.generator/aaaifut3bjm2s,longtail_random,reference vs art,0.425492,2,6,17.1791,2.456921,0.34581,6.34581
9,reference vs art,3,2,2,0.665305,0.5,0.456385,0.858257,2.0,2,1.0,0.5,0.5,2717,0.858257,0.212746,2,1,auth,longtail_random,at://did:plc:5mxzkrzcabkoz3y4x5oawgrz/app.bsky.feed.generator/aaaifut3bjm2s,2026-03-19T19:40:00Z,2026-03-19T19:50:00Z,2,at://did:plc:v2t3butexiupy47gexq6uyhe/app.bsky.feed.post/3mhgq7adfyk2i,https://bsky.app/profile/did:plc:v2t3butexiupy47gexq6uyhe/post/3mhgq7adfyk2i,did:plc:v2t3butexiupy47gexq6uyhe,reedraws.bsky.social,2026-03-19T19:26:09.125Z,2026-03-19T19:26:14.658Z,2026-03-19T19:43:20Z,at://did:plc:vjyot2w7zeomrslomwpfxirl/app.bsky.feed.generator/aaac2e7ssqzky,popular_by_likecount,reference vs art,0.239812,1,6,17.089,2.34191,0.230799,6.230799
10,"cats are such graceful, majestic creatures",29,15,15,9.984451,0.77653,0.43819,0.992767,8.4138,14,1.1379,0.841293,0.928571,1606,0.992767,0.182088,9,1,auth,popular_by_likecount,at://did:plc:eubjsqnf5edgvcc6zuoyixhw/app.bsky.feed.generator/tuxedo-cats,2026-03-19T14:50:00Z,2026-03-19T15:00:00Z,1,at://did:plc:nguwdpd2ba6m6zt4tgxwkmhy/app.bsky.feed.post/3mhfkederes2k,https://bsky.app/profile/did:plc:nguwdpd2ba6m6zt4tgxwkmhy/post/3mhfkederes2k,did:plc:nguwdpd2ba6m6zt4tgxwkmhy,mrnotmoro.bsky.social,2026-03-19T08:08:57.845Z,2026-03-19T08:09:22.751Z,2026-03-19T08:11:41Z,at://did:plc:eubjsqnf5edgvcc6zuoyixhw/app.bsky.feed.generator/tuxedo-cats,popular_by_likecount,"Cats are such graceful, majestic creatures",2.890451,9,38,3.4875,6.486564,0.017265,22.683932
10,"cats are such graceful, majestic creatures",29,15,15,9.984451,0.77653,0.43819,0.992767,8.4138,14,1.1379,0.841293,0.928571,1606,0.992767,0.182088,9,1,auth,popular_by_likecount,at://did:plc:eubjsqnf5edgvcc6zuoyixhw/app.bsky.feed.generator/tuxedo-cats,2026-03-19T14:50:00Z,2026-03-19T15:00:00Z,2,at://did:plc:n2oqiw6d22czf7ggey6whuqh/app.bsky.feed.post/3mhgaqimr2c24,https://bsky.app/profile/did:plc:n2oqiw6d22czf7ggey6whuqh/post/3mhgaqimr2c24,did:plc:n2oqiw6d22czf7ggey6whuqh,traceyno.bsky.social,2026-03-19T14:49:28.398Z,2026-03-19T14:49:31.050Z,2026-03-19T14:53:09Z,at://did:plc:eubjsqnf5edgvcc6zuoyixhw/app.bsky.feed.generator/tortie-cats,popular_by_likecount,"cats are such graceful, majestic creatures",1.427971,5,19,12.5325,5.614041,0.008778,20.008778
